位,访问,操作说明,复位值
[31: 0],RW,"配置定时值，用于重复加载
此寄存器的值以APB 时钟为计数单位。
例如：以APB 时钟为 40MHZ，则定时值最大时长约 107s 左右，即
0FFFFFFFF/40000000",32’hffff_ffff
