位,访问,操作说明,复位值
[15: 0],RW,"GPIO 的中断触发方式，每BIT 与相应的GPIO 线对应，1’bx：
[x] = 0, GPIO[x]中断为边沿触发
[x] = 1, GPIO[x]中断为电平触发",16’h0
