位,访问,操作说明,复位值
[31: 0],RW,"GPIO 中断边沿触发模式，每BIT 与相应的GPIO 线对应，1’bx：
[x] = 0, GPIO[x]边沿触发中断模式由GPIO_IEV 决定
[x] = 1, GPIO[x]双沿都触发中断",32’h0
