位,访问,操作说明,复位值
[31: 0],RW,"GPIO 中断上下边沿触发或高低电平触发选择，每BIT 与相应的GPIO 线对应，
1’bx：
[x] = 0, GPIO[x]中断为低电平或下降沿触发
[x] = 1, GPIO[x]中断为高电平或上升沿触发",32’h0
